Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,PIDILITIND,0.924381,1.0968,-0.1495,0.062868
2,ALKEM,0.923899,0.9952,-0.1809,0.059043
3,NESTLEIND,0.915438,1.1188,-0.2183,0.05962
4,SANOFI,0.908439,0.6645,-0.1719,0.061847
5,DIVISLAB,0.907875,0.5894,-0.1941,0.05775
6,ASIANPAINT,0.896245,0.7147,-0.1545,0.069443
7,HINDUNILVR,0.889847,0.4513,-0.198,0.06223
8,IPCALAB,0.889802,1.245,-0.158,0.076846
9,ABBOTINDIA,0.887431,2.0897,-0.184,0.077609
10,PIIND,0.878919,0.7638,-0.2541,0.065721
11,RAJESHEXPO,0.877945,0.1568,-0.2223,0.052733
12,MRF,0.873315,0.1832,-0.2108,0.058658
13,DRREDDY,0.868818,0.1179,-0.2107,0.057938
14,VBL,0.861127,0.6746,-0.2309,0.074609
15,DABUR,0.857785,-0.0242,-0.2026,0.057471
16,LALPATHLAB,0.85717,0.9617,-0.2367,0.078797
17,ZFCVINDIA,0.853179,-0.4282,-0.1587,0.027343
18,BHARTIARTL,0.847983,0.9394,-0.2468,0.080348
19,PFIZER,0.840354,0.9215,-0.162,0.089987
20,TORNTPOWER,0.837608,0.4675,-0.166,0.084464
