Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,SBIN,0.946098,2.7861,-0.0649,0.046347
2,TORNTPHARM,0.936543,1.8414,-0.0672,0.039521
3,SBILIFE,0.919129,2.0368,-0.0735,0.049103
4,EICHERMOT,0.866284,2.6394,-0.0914,0.063191
5,MARICO,0.865581,1.3404,-0.0839,0.048838
6,LT,0.861379,1.6335,-0.1278,0.050507
7,TVSMOTOR,0.861088,2.0834,-0.0818,0.062504
8,TITAN,0.852707,1.5191,-0.1057,0.054264
9,IOC,0.850541,1.9079,-0.1118,0.060023
10,ASHOKLEY,0.829811,2.5466,-0.137,0.064173
11,JSWSTEEL,0.828749,1.1609,-0.125,0.046495
12,COALINDIA,0.823235,0.9799,-0.1027,0.045261
13,PNB,0.822514,1.4608,-0.1226,0.057475
14,NTPC,0.820482,1.2093,-0.132,0.049204
15,BRITANNIA,0.820318,1.1776,-0.0988,0.054254
16,BPCL,0.815784,1.8542,-0.1333,0.063196
17,NESTLEIND,0.815551,1.0184,-0.1188,0.046265
18,INDIANB,0.810078,2.4116,-0.1314,0.068284
19,NYKAA,0.80998,1.7793,-0.1345,0.063261
20,BANKBARODA,0.807913,1.7795,-0.142,0.062335
