Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,HDFCBANK,0.939035,2.5501,-0.1121,0.046463
2,SOLARINDS,0.923663,1.7187,-0.0887,0.042539
3,RAJESHEXPO,0.921196,2.7714,-0.1143,0.053908
4,IGL,0.911907,2.2492,-0.081,0.058067
5,VAKRANGEE,0.901581,3.8449,-0.0911,0.062941
6,PGHH,0.889637,1.287,-0.0922,0.036831
7,ADANIENT,0.887657,1.0434,-0.0029,0.000885
8,BEL,0.86945,1.9048,-0.1316,0.059305
9,HONAUT,0.851603,1.6515,-0.158,0.052989
10,MGL,0.842303,2.1733,-0.104,0.072009
11,LTM,0.84117,1.0597,-0.1112,0.044085
12,POWERGRID,0.841078,0.989,-0.0842,0.044584
13,GILLETTE,0.839874,1.1163,-0.1071,0.049078
14,HINDUNILVR,0.835691,1.673,-0.1729,0.053846
15,INDUSINDBK,0.835628,1.8706,-0.1529,0.063226
16,KOTAKBANK,0.830192,1.3697,-0.1539,0.052452
17,TVSMOTOR,0.826658,2.6269,-0.1637,0.068467
18,WIPRO,0.826011,1.1276,-0.1243,0.051431
19,COLPAL,0.815421,0.9282,-0.1135,0.046995
20,MARUTI,0.811498,2.2227,-0.188,0.063797
