Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,ADANIENT,0.968351,2.5477,-0.0201,0.007702
2,INFY,0.897598,2.7693,-0.1068,0.059852
3,PIDILITIND,0.891809,2.2145,-0.0889,0.050853
4,GRASIM,0.862009,2.7983,-0.1213,0.070264
5,ULTRACEMCO,0.844114,2.3366,-0.1296,0.064417
6,SIEMENS,0.842064,2.1206,-0.1089,0.064905
7,MFSL,0.839427,2.3205,-0.095,0.075973
8,SRF,0.837601,2.6598,-0.1258,0.075536
9,RELAXO,0.833637,2.2705,-0.0959,0.076378
10,TCS,0.831856,2.184,-0.1253,0.065926
11,ACC,0.816461,1.8896,-0.1065,0.065609
12,WIPRO,0.813581,2.7866,-0.1297,0.083733
13,TITAN,0.812188,2.0225,-0.1188,0.069564
14,TECHM,0.807516,2.4617,-0.1473,0.074318
15,FORTIS,0.805704,2.2358,-0.1197,0.078846
16,AMBUJACEM,0.805502,2.0554,-0.1312,0.06903
17,MARICO,0.800332,1.5942,-0.104,0.055349
18,MPHASIS,0.800112,2.494,-0.0996,0.090969
19,EMAMILTD,0.790345,2.0522,-0.1483,0.067485
20,ATUL,0.7883,2.1476,-0.16,0.066208
