Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,BOSCHLTD,0.945515,1.5434,-0.1161,0.044791
2,ITC,0.937002,1.3115,-0.1079,0.04881
3,SANOFI,0.927302,0.8813,-0.0981,0.041132
4,GSKCONS,0.926808,1.015,-0.1169,0.04553
5,SUNPHARMA,0.92597,1.2791,-0.1395,0.050876
6,HINDUNILVR,0.9253,1.6473,-0.0971,0.063078
7,CRISIL,0.924652,1.8033,-0.1177,0.062085
8,COLPAL,0.919518,1.0029,-0.1258,0.049409
9,LUPIN,0.91487,1.155,-0.1526,0.052964
10,ULTRACEMCO,0.898939,1.4772,-0.1462,0.069808
11,KANSAINER,0.897844,0.5105,-0.1275,0.031453
12,GODREJCP,0.897013,1.4501,-0.1796,0.06449
13,BRITANNIA,0.89162,1.8589,-0.1051,0.080546
14,DIVISLAB,0.88732,0.9515,-0.1604,0.062751
15,MARICO,0.875252,0.9311,-0.1789,0.065303
16,ASIANPAINT,0.868096,1.414,-0.2184,0.070616
17,DRREDDY,0.860238,0.3799,-0.1657,0.044332
18,GMDCLTD,0.855741,0.9243,-0.1857,0.073944
19,GILLETTE,0.841847,1.2547,-0.2139,0.081898
20,KOTAKBANK,0.841222,0.8711,-0.1769,0.080692
