Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,ADANIENT,0.951829,2.4631,-0.0042,0.003053
2,RELIANCE,0.86692,2.7232,-0.1137,0.090734
3,RELIANCE,0.86692,2.7232,-0.1137,0.090734
4,ABB,0.820931,2.3447,-0.1716,0.090946
5,J&KBANK,0.804767,1.5566,-0.1336,0.060772
6,EIHOTEL,0.794539,1.8465,-0.1765,0.077247
7,GAIL,0.792741,1.9488,-0.1597,0.093095
8,JSWDULUX,0.792679,1.4389,-0.1104,0.064668
9,JMFINANCIL,0.785497,2.6794,-0.1513,0.130455
10,JISLJALEQS,0.785484,1.6777,-0.172,0.072155
11,HDFC,0.776455,2.0977,-0.2163,0.08278
12,SINTEX,0.775504,2.1087,-0.186,0.10211
13,THERMAX,0.774399,2.3943,-0.2155,0.099122
14,EXIDEIND,0.765869,1.7325,-0.1876,0.082884
15,PIDILITIND,0.762216,1.597,-0.1476,0.091709
16,NTPC,0.755002,1.559,-0.181,0.079398
17,KOTAKBANK,0.751323,2.9041,-0.2118,0.1285
18,LT,0.750467,2.8967,-0.2126,0.128401
19,KTKBANK,0.747391,1.7826,-0.1757,0.104455
20,TATACHEM,0.746144,1.9378,-0.2187,0.091671
