Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,ADANIENT,0.998117,3.1219,-0.009,0.004148
2,MARICO,0.907297,1.3028,-0.2161,0.067337
3,ZYDUSLIFE,0.887215,1.3183,-0.1517,0.094813
4,HAVELLS,0.843229,1.7354,-0.2898,0.108131
5,SUNPHARMA,0.839181,1.1912,-0.2059,0.104875
6,TCS,0.8306,1.0107,-0.2615,0.078726
7,NAVINFLUOR,0.817538,1.5372,-0.3002,0.111359
8,SYNGENE,0.813736,1.7387,-0.2788,0.123398
9,IPCALAB,0.813605,0.9392,-0.2395,0.088388
10,CIPLA,0.813573,1.6766,-0.163,0.138085
11,DIVISLAB,0.811749,1.4033,-0.1941,0.128657
12,LALPATHLAB,0.808469,1.0323,-0.2692,0.093469
13,ZYDUSWELL,0.800675,0.8591,-0.2008,0.094418
14,ASIANPAINT,0.800331,0.85,-0.205,0.092829
15,GUJENERGY,0.798015,1.4494,-0.2928,0.118606
16,TORNTPOWER,0.797666,0.6948,-0.2169,0.065701
17,MPHASIS,0.794789,1.698,-0.2878,0.127852
18,PGHH,0.79204,0.6521,-0.2078,0.064575
19,SIEMENS,0.790594,0.9758,-0.2995,0.086388
20,HEROMOTOCO,0.789857,1.1564,-0.3104,0.100515
