Rank,Symbol,Momentum,Volatility,Score
1,UCOBANK,0.85119,0.030792,27.6428
2,RNRL,1.280146,0.062596,20.4508
3,JPPOWER,0.731081,0.036521,20.0181
4,RELINFRA,0.617238,0.031281,19.7319
5,TRIVENI,1.048458,0.057231,18.3197
6,BBTC,0.630168,0.038287,16.4589
7,JMFINANCIL,0.503093,0.030832,16.3174
8,JINDALSTEL,0.480151,0.030034,15.9867
9,IPCL,0.321779,0.020511,15.6883
10,RELIANCE,0.328521,0.021409,15.3447
11,RELIANCE,0.328521,0.021409,15.3447
12,ADANIENT,0.006065,0.000415,14.617
13,THERMAX,0.331781,0.02317,14.3191
14,TTML,0.474336,0.034386,13.7943
15,OPTOCIRCUI,0.321797,0.02369,13.5838
16,NLCINDIA,0.601362,0.044761,13.435
17,MRPL,0.390681,0.029115,13.4185
18,RAMCOCEM,0.214337,0.017471,12.2682
19,DREDGECORP,0.346325,0.029754,11.6397
20,VEDL,0.249296,0.021837,11.4163
