Rank,Symbol,Momentum,Volatility,Score
1,CIPLA,0.421041,0.017842,23.5987
2,MINDTREE,0.384231,0.017798,21.5879
3,LUPIN,0.323179,0.015084,21.4251
4,OFSS,0.289785,0.013649,21.2319
5,CYIENT,0.422582,0.020465,20.649
6,SUNDARMFIN,0.339089,0.01739,19.4994
7,DRREDDY,0.202388,0.011906,16.9984
8,MRF,0.38291,0.022581,16.9573
9,GFLLIMITED,0.414764,0.024979,16.6047
10,EMAMILTD,0.324306,0.019682,16.4771
11,TORNTPHARM,0.236775,0.014609,16.2079
12,BRITANNIA,0.347707,0.021941,15.8472
13,SHOPERSTOP,0.419529,0.02666,15.7362
14,BHARATFORG,0.335295,0.021389,15.6759
15,GLENMARK,0.324447,0.020752,15.6348
16,KOTAKBANK,0.219433,0.01414,15.5185
17,TECHM,0.176925,0.011685,15.1412
18,GILLETTE,0.22813,0.015174,15.034
19,HINDUNILVR,0.175181,0.011824,14.8155
20,MARUTI,0.190277,0.012868,14.7862
