Rank,Symbol,Momentum,Volatility,Score
1,TVSMOTOR,0.305566,0.018314,16.6846
2,M&M,0.263475,0.020036,13.1498
3,ENDURANCE,0.234734,0.021419,10.9591
4,SIEMENS,0.177956,0.018479,9.6303
5,ABB,0.245308,0.025677,9.5534
6,BRITANNIA,0.157399,0.017069,9.2211
7,ITC,0.136583,0.015405,8.8658
8,VBL,0.183956,0.02094,8.785
9,BLUEDART,0.183934,0.020998,8.7596
10,ABBOTINDIA,0.132593,0.017781,7.457
11,HEROMOTOCO,0.144196,0.020093,7.1763
12,EICHERMOT,0.158344,0.022142,7.1513
13,AIAENG,0.189068,0.027587,6.8534
14,PHOENIXLTD,0.163376,0.024626,6.6343
15,BAYERCROP,0.149401,0.023113,6.4638
16,PAYTM,0.219978,0.034652,6.3481
17,HINDUNILVR,0.114437,0.018256,6.2684
18,BOSCHLTD,0.142382,0.023015,6.1866
19,ASHOKLEY,0.142408,0.023562,6.0438
20,SUMICHEM,0.153103,0.026093,5.8676
