Rank,Symbol,Momentum,Volatility,Score
1,KOTAKBANK,0.163836,0.011284,14.5195
2,GLAXO,0.172049,0.012463,13.8049
3,BRITANNIA,0.15159,0.011892,12.7472
4,INFY,0.153904,0.013697,11.2363
5,BAJFINANCE,0.204188,0.019071,10.7067
6,PFIZER,0.19151,0.018093,10.5846
7,HINDUNILVR,0.128559,0.012866,9.992
8,TCS,0.158046,0.015822,9.9892
9,DABUR,0.092368,0.009642,9.5799
10,VBL,0.157693,0.019577,8.0551
11,HDFCBANK,0.08739,0.010871,8.0385
12,LUPIN,0.143544,0.017869,8.0331
13,GODREJCP,0.098544,0.01251,7.8774
14,MPHASIS,0.2246,0.029127,7.7112
15,M&M,0.119466,0.015629,7.6441
16,BATAINDIA,0.118646,0.016476,7.201
17,JUBLFOOD,0.118759,0.017458,6.8027
18,PAGEIND,0.125739,0.018899,6.6531
19,LTM,0.200589,0.030156,6.6516
20,DHANI,0.242579,0.037748,6.4262
