Rank,Symbol,Momentum,Volatility,Score
1,VAKRANGEE,0.363005,0.016453,22.0625
2,JUBLPHARMA,0.718159,0.034353,20.9053
3,IDFCFIRSTB,0.437747,0.021649,20.2202
4,MRF,0.482531,0.027182,17.7519
5,INDIANB,0.614295,0.042008,14.6232
6,IGL,0.269082,0.01886,14.267
7,ONGC,0.259598,0.018679,13.8975
8,TATACOMM,0.391886,0.028347,13.8246
9,SYNGENE,0.300096,0.024175,12.4133
10,CANBK,0.29768,0.026821,11.0987
11,AIAENG,0.187011,0.016989,11.0079
12,SBIN,0.223933,0.02087,10.7299
13,BALKRISIND,0.327986,0.031634,10.3681
14,BHARATFORG,0.190397,0.019088,9.9748
15,VEDL,0.314224,0.032257,9.7411
16,CAIRN,0.232595,0.024585,9.4607
17,TVSMOTOR,0.177966,0.019799,8.9889
18,OIL,0.095064,0.01088,8.7373
19,GAIL,0.147105,0.016905,8.7019
20,PNB,0.26544,0.031647,8.3875
