Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,1.766229,0.030677,57.5751
2,AUROPHARMA,1.144507,0.021899,52.2639
3,TATACOMM,1.672357,0.035743,46.7887
4,JUBLPHARMA,1.401166,0.037851,37.0178
5,CIPLA,0.674093,0.01949,34.5867
6,SYNGENE,0.634805,0.019502,32.5502
7,RELIANCE,0.817591,0.025254,32.3747
8,IDEA,2.190476,0.073044,29.9886
9,ESCORTS,0.805447,0.027621,29.1606
10,DRREDDY,0.469177,0.0177,26.5072
11,IDBI,1.342169,0.050972,26.3314
12,GLENMARK,1.190488,0.046642,25.5242
13,APLLTD,0.851296,0.033698,25.2623
14,BIOCON,0.552892,0.022607,24.4567
15,MARICO,0.437211,0.017893,24.435
16,BAYERCROP,0.654878,0.027238,24.0424
17,BRITANNIA,0.412938,0.017259,23.9258
18,BALKRISIND,0.540928,0.023147,23.3694
19,MUTHOOTFIN,0.845175,0.036203,23.3458
20,ZYDUSLIFE,0.407013,0.018122,22.4592
