Rank,Symbol,Momentum,Volatility,Score
1,CUMMINSIND,0.327818,0.011395,28.7674
2,PAYTM,0.475268,0.01851,25.6762
3,FORTIS,0.336002,0.013992,24.0135
4,GVT&D,0.503882,0.02191,22.998
5,GLAND,0.34041,0.016382,20.7798
6,HDFCAMC,0.239367,0.012941,18.4968
7,MFSL,0.206346,0.011804,17.4813
8,SWIGGY,0.353043,0.020918,16.8772
9,MUTHOOTFIN,0.273989,0.016987,16.129
10,JKCEMENT,0.303917,0.019213,15.8185
11,LTF,0.250913,0.016397,15.302
12,SUPREMEIND,0.273176,0.018249,14.9692
13,ETERNAL,0.315388,0.021161,14.9043
14,UNOMINDA,0.272353,0.018817,14.4737
15,ABCAPITAL,0.329387,0.023196,14.2002
16,BOSCHLTD,0.239363,0.017744,13.4897
17,GLENMARK,0.338839,0.025738,13.165
18,NAM-INDIA,0.21408,0.017135,12.494
19,HYUNDAI,0.288998,0.023837,12.1241
20,TVSMOTOR,0.180945,0.015359,11.781
