Rank,Symbol,Momentum,Volatility,Score
1,ACC,0.175465,0.013886,12.6365
2,IGL,0.149733,0.014596,10.2583
3,CRISIL,0.149342,0.017482,8.5428
4,IDEA,0.183044,0.021531,8.5014
5,M&M,0.162189,0.020901,7.7597
6,ULTRACEMCO,0.128086,0.016828,7.6113
7,GRASIM,0.12014,0.016381,7.3341
8,GSPL,0.144279,0.020702,6.9693
9,SUNTECK,0.123849,0.021347,5.8017
10,CHAMBLFERT,0.163506,0.033188,4.9267
11,BAJAJ-AUTO,0.093972,0.019793,4.7477
12,COLPAL,0.075336,0.016203,4.6494
13,AMBUJACEM,0.097987,0.022184,4.417
14,GMDCLTD,0.108571,0.0255,4.2577
15,SHREECEM,0.078815,0.018565,4.2454
16,WOCKPHARMA,0.103467,0.026572,3.8939
17,PETRONET,0.093839,0.024277,3.8653
18,GUJENERGY,0.083333,0.021614,3.8555
19,HEROMOTOCO,0.061642,0.018336,3.3618
20,3MINDIA,0.064219,0.020902,3.0724
