Rank,Symbol,Momentum,Volatility,Score
1,HINDZINC,0.268795,0.021895,12.2766
2,GLAXO,0.16357,0.014086,11.6126
3,JSWSTEEL,0.229455,0.020695,11.0875
4,AMBUJACEM,0.179699,0.01654,10.8649
5,NHPC,0.217722,0.021399,10.1742
6,TORNTPOWER,0.318352,0.03249,9.7985
7,EICHERMOT,0.191441,0.02125,9.0089
8,ASHOKLEY,0.229782,0.02683,8.5643
9,ULTRACEMCO,0.138041,0.016801,8.2161
10,CHOLAFIN,0.150566,0.019285,7.8075
11,ADANIPOWER,0.236234,0.030382,7.7755
12,TATASTEEL,0.24291,0.032476,7.4796
13,BAJFINANCE,0.189655,0.02601,7.2915
14,RELINFRA,0.235059,0.032269,7.2844
15,INFY,0.112911,0.015798,7.1472
16,IGL,0.140688,0.019891,7.0728
17,YESBANK,0.190483,0.027134,7.02
18,SUPREMEIND,0.141116,0.020268,6.9625
19,KANSAINER,0.101692,0.014621,6.9553
20,SKFINDIA,0.095994,0.015012,6.3946
