Rank,Symbol,Momentum
1,RNRL,1.4
2,TRIVENI,1.011246
3,BBTC,1.007273
4,UCOBANK,0.964211
5,JPPOWER,0.817021
6,RELINFRA,0.782903
7,NLCINDIA,0.708636
8,GOLDTECH,0.69112
9,LITL,0.682945
10,JINDALSTEL,0.633397
11,SAIL,0.512987
12,CHAMBLFERT,0.504788
13,JMFINANCIL,0.484233
14,THERMAX,0.479109
15,TTML,0.471731
16,OPTOCIRCUI,0.462867
17,VOLTAS,0.460674
18,RELCAPITAL,0.448501
19,MRPL,0.442379
20,SINTEX,0.431995
