Rank,Symbol,Momentum
1,ADANIPOWER,0.540453
2,LTTS,0.427368
3,ABFRL,0.334969
4,RELIANCE,0.309633
5,DIVISLAB,0.248001
6,WIPRO,0.24346
7,AUROPHARMA,0.235499
8,APLLTD,0.232005
9,SANOFI,0.219738
10,JSWSTEEL,0.217773
11,UBL,0.216046
12,AXISBANK,0.197169
13,ABB,0.193229
14,NAUKRI,0.19122
15,PFIZER,0.180995
16,TCS,0.179518
17,ACC,0.175889
18,HCLTECH,0.174603
19,AIAENG,0.166732
20,TORNTPHARM,0.165732
