Rank,Symbol,Momentum
1,IRFC,0.929319
2,OFSS,0.887796
3,OIL,0.728062
4,ADANIGREEN,0.706919
5,NHPC,0.532637
6,RVNL,0.50232
7,BDL,0.481336
8,ADANIPORTS,0.478973
9,ZYDUSLIFE,0.472371
10,IOC,0.444349
11,PNB,0.441791
12,HINDPETRO,0.422262
13,LICI,0.400487
14,TRENT,0.393329
15,ATGL,0.391465
16,CUMMINSIND,0.389324
17,DLF,0.384675
18,BPCL,0.383272
19,POLICYBZR,0.382647
20,TMPV,0.35776
