Rank,Symbol,Momentum
1,ADANIPOWER,1.140756
2,INDIGO,0.426583
3,PCJEWELLER,0.40818
4,PFC,0.381078
5,EIHOTEL,0.340656
6,BANKINDIA,0.338752
7,FEDERALBNK,0.318953
8,PNB,0.31407
9,VGUARD,0.311773
10,UNIONBANK,0.307224
11,CUMMINSIND,0.27715
12,MANAPPURAM,0.275552
13,GVT&D,0.256628
14,CANBK,0.256283
15,MUTHOOTFIN,0.25062
16,RECLTD,0.24617
17,UNITDSPR,0.241785
18,ADANIENSOL,0.228491
19,IDBI,0.224104
20,VAKRANGEE,0.215168
