Rank,Symbol,Momentum
1,OFSS,0.726368
2,BAJAJ-AUTO,0.663736
3,MATRIXLABS,0.625287
4,HUBTOWN,0.524322
5,MARUTI,0.506272
6,ULTRACEMCO,0.466741
7,GMRAIRPORT,0.464996
8,VEDL,0.462081
9,SAIL,0.458156
10,M&M,0.454271
11,JINDALSTEL,0.434422
12,BAJAJHLDNG,0.422878
13,SHREECEM,0.422234
14,IIFL,0.412311
15,NLCINDIA,0.381295
16,HEROMOTOCO,0.37945
17,HINDZINC,0.375114
18,RECLTD,0.352817
19,GRASIM,0.344926
20,CENTURYTEX,0.340972
