Rank,Symbol,Momentum
1,ABAN,0.301512
2,GMDCLTD,0.274375
3,BIOCON,0.257406
4,SAIL,0.246111
5,ZEEL,0.227071
6,JSWSTEEL,0.209104
7,ROLTA,0.202374
8,JINDALSAW,0.197605
9,PUNJABTRAC,0.195858
10,CENTBOP,0.190865
11,CESC,0.190835
12,BEL,0.186306
13,NTPC,0.176707
14,APOLLOHOSP,0.176678
15,BHARTIARTL,0.172232
16,SKFINDIA,0.168996
17,VEDL,0.143389
18,GSPL,0.13769
19,KOTAKBANK,0.129389
20,MFSL,0.122805
