Rank,Symbol,Momentum
1,HINDPETRO,1.064286
2,BPCL,0.490991
3,BFUTILITIE,0.333132
4,BANKBARODA,0.284676
5,ONGC,0.275605
6,FSL,0.209115
7,EIHOTEL,0.197701
8,INDIANB,0.188393
9,RELCAPITAL,0.187461
10,SBIN,0.180996
11,ORIENTBANK,0.165447
12,UNIONBANK,0.164738
13,CONCOR,0.158962
14,IDBI,0.152903
15,TITAN,0.134883
16,IOC,0.131417
17,AIAENG,0.129287
18,THERMAX,0.12735
19,PUNJLLOYD,0.126874
20,FEDERALBNK,0.12644
