Rank,Symbol,Momentum
1,IDEA,2.295082
2,TATACOMM,1.584674
3,JUBLPHARMA,1.560369
4,IDBI,1.518135
5,ADANIGREEN,1.341073
6,IBULHSGFIN,1.26774
7,JINDALSTEL,1.193594
8,GLENMARK,1.135148
9,VEDL,1.073791
10,AUROPHARMA,0.987892
11,M&M,0.94136
12,FRETAIL,0.908602
13,BAYERCROP,0.86206
14,ATGL,0.841011
15,MUTHOOTFIN,0.834491
16,MOTHERSON,0.788611
17,BANDHANBNK,0.776552
18,BHEL,0.772947
19,ISEC,0.752935
20,ESCORTS,0.738059
