Rank,Symbol,Momentum
1,BAJAJHIND,3.784615
2,JAICORPLTD,2.556733
3,HDIL,2.473348
4,JSWSTEEL,2.423701
5,GOLDTECH,2.390698
6,VOLTAS,2.3206
7,JPPOWER,2.279245
8,ABAN,2.276818
9,UNITECH,2.236994
10,SUZLON,2.103734
11,RELCAPITAL,1.965109
12,YESBANK,1.925056
13,HCC,1.905436
14,NCC,1.894857
15,KPIL,1.893528
16,AUROPHARMA,1.878064
17,IVRCLINFRA,1.863616
18,TECHM,1.852048
19,IFCI,1.851955
20,LICHSGFIN,1.850598
