Rank,Symbol,Momentum
1,M&M,0.345168
2,AIAENG,0.316964
3,TVSMOTOR,0.315207
4,ENDURANCE,0.312168
5,VBL,0.268854
6,HEROMOTOCO,0.261036
7,BLUEDART,0.240375
8,EICHERMOT,0.222922
9,PHOENIXLTD,0.187477
10,COROMANDEL,0.181169
11,TIINDIA,0.179027
12,SCHAEFFLER,0.175991
13,ABB,0.17252
14,HINDUNILVR,0.157261
15,SUMICHEM,0.153909
16,MARUTI,0.138985
17,ASHOKLEY,0.137485
18,BOSCHLTD,0.136864
19,BRITANNIA,0.133074
20,MRF,0.132378
