Rank,Symbol,Momentum
1,ACC,0.1937
2,AMBUJACEM,0.185322
3,IDEA,0.171756
4,M&M,0.147153
5,SUNTECK,0.14259
6,IGL,0.124183
7,ULTRACEMCO,0.109685
8,CHAMBLFERT,0.100866
9,RNAVAL,0.097113
10,CRISIL,0.095447
11,BAJAJ-AUTO,0.089561
12,PETRONET,0.08921
13,GRASIM,0.066218
14,GSPL,0.058282
15,HEROMOTOCO,0.05391
16,GUJENERGY,0.04644
17,GMDCLTD,0.043341
18,DLF,0.036257
19,OIL,0.033813
20,LICHSGFIN,0.029432
