Rank,Symbol,Momentum
1,AJANTPHARM,0.448609
2,PAGEIND,0.396997
3,STAR,0.388306
4,RAJESHEXPO,0.360938
5,APLLTD,0.344005
6,AUROPHARMA,0.330107
7,UPL,0.329125
8,CENTURYTEX,0.323827
9,TTKPRESTIG,0.313856
10,INDUSTOWER,0.302462
11,VOLTAS,0.299571
12,MARICO,0.228791
13,ZYDUSLIFE,0.228039
14,DISHTV,0.222088
15,BRITANNIA,0.221388
16,BHARTIARTL,0.198193
17,EICHERMOT,0.195494
18,CONCOR,0.181113
19,SYMPHONY,0.179268
20,EMAMILTD,0.167944
