Rank,Symbol,Momentum,Volatility,Score
1,UCOBANK,0.964211,0.029742,32.4189
2,RELINFRA,0.782903,0.030483,25.6836
3,BBTC,1.007273,0.03932,25.6171
4,JPPOWER,0.817021,0.033766,24.1967
5,RNRL,1.4,0.058236,24.0403
6,GOLDTECH,0.69112,0.029117,23.736
7,JINDALSTEL,0.633397,0.028061,22.5725
8,RAMCOCEM,0.385535,0.017619,21.882
9,THERMAX,0.479109,0.023309,20.5547
10,RELIANCE,0.385242,0.020052,19.2124
11,RELIANCE,0.385242,0.020052,19.2124
12,TRIVENI,1.011246,0.053219,19.0015
13,ADANIENT,0.00728,0.000389,18.7236
14,IPCL,0.35805,0.019296,18.5552
15,SAIL,0.512987,0.027724,18.5032
16,OPTOCIRCUI,0.462867,0.025046,18.4809
17,GRASIM,0.299564,0.017726,16.8993
18,NLCINDIA,0.708636,0.042133,16.8191
19,JMFINANCIL,0.484233,0.028798,16.8149
20,SINTEX,0.431995,0.026018,16.6036
