Rank,Symbol,Momentum,Volatility,Score
1,MOTILALOFS,0.647141,0.029833,21.6924
2,IIFL,0.555305,0.025832,21.4966
3,HDFCBANK,0.181981,0.008669,20.9911
4,PEL,0.509863,0.024519,20.7945
5,RAJESHEXPO,0.183672,0.009099,20.1866
6,TVSMOTOR,0.240116,0.013965,17.1947
7,QUESS,0.301212,0.017602,17.1121
8,MARUTI,0.208378,0.012379,16.8334
9,VAKRANGEE,0.26171,0.015579,16.7992
10,PIDILITIND,0.192103,0.011472,16.7455
11,HINDUNILVR,0.215701,0.012984,16.613
12,LICHSGFIN,0.226263,0.01432,15.8002
13,COROMANDEL,0.341063,0.021753,15.679
14,MOTHERSON,0.243109,0.015758,15.4274
15,KARURVYSYA,0.30826,0.020482,15.0506
16,GODREJIND,0.247118,0.016746,14.7565
17,GODREJPROP,0.412528,0.028326,14.5635
18,KOTAKBANK,0.146315,0.0102,14.3444
19,ENDURANCE,0.221256,0.016142,13.7069
20,PNBHOUSING,0.315164,0.023016,13.6931
