Rank,Symbol,Momentum,Volatility,Score
1,ONGC,0.275605,0.02677,10.2952
2,CONCOR,0.158962,0.0169,9.4063
3,HINDPETRO,1.064286,0.11421,9.3187
4,BFUTILITIE,0.333132,0.041588,8.0102
5,BANKBARODA,0.284676,0.039521,7.2031
6,GLAXO,0.084002,0.011891,7.064
7,BERGEPAINT,0.111111,0.016993,6.5388
8,BPCL,0.490991,0.075503,6.5029
9,ZYDUSLIFE,0.111555,0.019094,5.8423
10,AIAENG,0.129287,0.022239,5.8134
11,EIHOTEL,0.197701,0.035527,5.5649
12,SHRIRAMFIN,0.111586,0.020279,5.5027
13,MOTHERSON,0.115313,0.021245,5.4278
14,THERMAX,0.12735,0.023716,5.3697
15,TITAN,0.134883,0.026065,5.1748
16,ORIENTBANK,0.165447,0.035501,4.6603
17,IOC,0.131417,0.028593,4.5962
18,FSL,0.209115,0.047175,4.4327
19,SBIN,0.180996,0.041028,4.4115
20,IDBI,0.152903,0.035195,4.3444
