Rank,Symbol,Momentum,Volatility,Score
1,HINDZINC,0.274043,0.022519,12.1694
2,GLAXO,0.169695,0.01414,12.0014
3,AMBUJACEM,0.164234,0.016348,10.0464
4,ULTRACEMCO,0.165342,0.016528,10.0037
5,JSWSTEEL,0.208624,0.021171,9.8541
6,YESBANK,0.212327,0.026174,8.1121
7,ASHOKLEY,0.19837,0.026045,7.6164
8,CHOLAFIN,0.143738,0.01889,7.6094
9,INFY,0.117295,0.01639,7.1566
10,TATASTEEL,0.236863,0.033625,7.0442
11,TVSMOTOR,0.131033,0.020673,6.3384
12,HEXAWARE,0.146269,0.024166,6.0527
13,HEROMOTOCO,0.118754,0.019702,6.0274
14,PGHH,0.108232,0.018071,5.9894
15,PERSISTENT,0.145087,0.025888,5.6044
16,NHPC,0.118605,0.022569,5.2553
17,BAJFINANCE,0.140496,0.027026,5.1986
18,ABB,0.156051,0.03019,5.169
19,APOLLOTYRE,0.119743,0.025094,4.7719
20,SKFINDIA,0.068653,0.014532,4.7243
