Rank,Symbol,Momentum,Volatility,Score
1,JSWENERGY,0.945549,0.033025,28.6317
2,MINDTREE,0.515291,0.01878,27.4389
3,INFY,0.239971,0.009591,25.0212
4,TATACONSUM,0.283633,0.012039,23.559
5,MPHASIS,0.456203,0.020245,22.5343
6,TECHM,0.388508,0.017725,21.9192
7,SRF,0.380281,0.017561,21.6554
8,ALKEM,0.293808,0.013976,21.0219
9,COFORGE,0.426771,0.020914,20.4056
10,DMART,0.214262,0.011257,19.0336
11,APOLLOHOSP,0.482729,0.025634,18.8317
12,ICICIPRULI,0.292216,0.016189,18.0499
13,BAJAJFINSV,0.284562,0.016035,17.7461
14,LALPATHLAB,0.369294,0.021526,17.1556
15,HAVELLS,0.234752,0.013815,16.9923
16,HCLTECH,0.234189,0.01399,16.7394
17,GODREJCP,0.238648,0.014454,16.5105
18,DIVISLAB,0.195001,0.011823,16.4932
19,LTM,0.287644,0.017903,16.0669
20,PEL,0.41133,0.025793,15.9474
