Rank,Symbol,Momentum,Volatility,Score
1,DLF,0.470793,0.022643,20.7922
2,COROMANDEL,0.277202,0.014375,19.2834
3,BIOCON,0.340669,0.019275,17.6741
4,HDFC,0.200526,0.011629,17.2435
5,SRF,0.242843,0.015252,15.922
6,BALKRISIND,0.278401,0.018055,15.4193
7,RELAXO,0.233229,0.015266,15.2773
8,CRISIL,0.340795,0.022492,15.1521
9,JINDALSTEL,0.567817,0.037494,15.1441
10,PFIZER,0.273802,0.018395,14.8848
11,ADANIENSOL,0.412797,0.027792,14.853
12,NMDC,0.378253,0.02573,14.701
13,GUJENERGY,0.310415,0.021206,14.6381
14,ISEC,0.499561,0.034531,14.4671
15,ABBOTINDIA,0.2344,0.016205,14.4646
16,IGL,0.226801,0.015787,14.366
17,ICICIBANK,0.223063,0.0163,13.6845
18,MOTHERSON,0.376164,0.028425,13.2335
19,TATASTEEL,0.305436,0.023228,13.1497
20,SANOFI,0.177964,0.013638,13.049
