Rank,Symbol,Momentum,Volatility,Score
1,LTF,0.563359,0.022604,24.9229
2,BAJAJHLDNG,0.3326,0.016315,20.386
3,TATASTEEL,0.306814,0.015199,20.1862
4,VEDL,0.393083,0.020984,18.7329
5,HINDZINC,0.283966,0.015363,18.4833
6,JUBLFOOD,0.430639,0.023806,18.0895
7,JSWSTEEL,0.287365,0.01656,17.3533
8,AMBUJACEM,0.201915,0.012001,16.8251
9,FRETAIL,0.464739,0.027835,16.6963
10,RELIANCE,0.225934,0.013847,16.3158
11,BAJFINANCE,0.319853,0.020009,15.9852
12,BRITANNIA,0.17072,0.011084,15.4029
13,RAJESHEXPO,0.184743,0.012358,14.9498
14,BATAINDIA,0.240719,0.016287,14.7802
15,PCJEWELLER,0.368689,0.024964,14.7688
16,BAJAJFINSV,0.260724,0.018197,14.3281
17,GRUH,0.288859,0.021335,13.5391
18,HINDPETRO,0.374354,0.028702,13.0427
19,YESBANK,0.204613,0.016317,12.5396
20,DHFL,0.266774,0.021395,12.4688
