Rank,Symbol,Momentum,Volatility,Score
1,ULTRACEMCO,0.280444,0.010721,26.1574
2,GRASIM,0.237676,0.011411,20.8296
3,TECHM,0.336978,0.017427,19.3363
4,MOTHERSON,0.360925,0.018959,19.037
5,M&MFIN,0.337606,0.018669,18.0837
6,UNITDSPR,0.634104,0.037207,17.0428
7,SHREECEM,0.257299,0.015507,16.5926
8,ZEEL,0.31634,0.019691,16.0655
9,IPCALAB,0.315361,0.020088,15.6986
10,HINDUNILVR,0.236774,0.015255,15.5206
11,CIPLA,0.210317,0.013615,15.4477
12,M&M,0.204485,0.013449,15.2042
13,SUNDARMFIN,0.271096,0.018007,15.0549
14,EIDPARRY,0.307692,0.02084,14.7643
15,PIDILITIND,0.245243,0.017219,14.2425
16,63MOONS,0.270714,0.019174,14.1187
17,HCLTECH,0.191724,0.013696,13.9981
18,GITANJALI,0.144665,0.011185,12.9335
19,WOCKPHARMA,0.385957,0.030079,12.8316
20,EICHERMOT,0.188981,0.014885,12.6959
