Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.255167,0.017116,14.9078
2,APOLLOTYRE,0.507767,0.035495,14.3051
3,CUMMINSIND,0.221394,0.016475,13.4378
4,ENGINERSIN,0.490326,0.036733,13.3485
5,CHENNPETRO,0.2329,0.018936,12.2991
6,CASTROLIND,0.218272,0.017852,12.227
7,BANKBARODA,0.22996,0.019072,12.0572
8,3MINDIA,0.216819,0.01806,12.0057
9,HEROMOTOCO,0.220209,0.018777,11.7277
10,BAJAJ-AUTO,0.232755,0.019963,11.6592
11,ADANIPORTS,0.241316,0.02178,11.0797
12,COROMANDEL,0.229722,0.020971,10.954
13,IGL,0.17602,0.016219,10.8527
14,ULTRACEMCO,0.188838,0.017428,10.8351
15,TITAN,0.248767,0.023001,10.8157
16,ALBK,0.227648,0.021849,10.4194
17,STLTECH,0.225327,0.021867,10.3044
18,SIEMENS,0.201982,0.021115,9.5659
19,INDUSINDBK,0.25,0.026526,9.4248
20,SUNPHARMA,0.145075,0.015779,9.1939
