Rank,Symbol,Momentum,Volatility,Score
1,IGL,0.373134,0.019393,19.241
2,OIL,0.325773,0.017283,18.8488
3,RAJESHEXPO,0.207575,0.012773,16.2506
4,BAJAJHLDNG,0.300009,0.019044,15.7538
5,BRITANNIA,0.163602,0.010406,15.722
6,TECHM,0.213973,0.014113,15.1616
7,BHARATFIN,0.278497,0.018971,14.6799
8,FRETAIL,0.416084,0.028375,14.6635
9,BAJFINANCE,0.314286,0.022229,14.1384
10,HONAUT,0.308353,0.023308,13.2296
11,LTF,0.308518,0.023413,13.1773
12,PCJEWELLER,0.318454,0.024933,12.7722
13,BATAINDIA,0.210014,0.017005,12.3502
14,BAJAJFINSV,0.242261,0.01967,12.3164
15,JUBLFOOD,0.32604,0.026534,12.2876
16,HDFCBANK,0.095193,0.007878,12.0832
17,TATACONSUM,0.317963,0.027087,11.7386
18,TATASTEEL,0.186562,0.016215,11.5058
19,TVSMOTOR,0.20053,0.017512,11.4511
20,TRENT,0.248574,0.021954,11.3227
