Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.923777,0.027831,33.1923
2,TVSMOTOR,0.393029,0.017154,22.9121
3,SKFINDIA,0.406475,0.018702,21.7339
4,ABB,0.44014,0.020837,21.1233
5,HONAUT,0.368465,0.017773,20.7317
6,ADANIENT,0.058531,0.002877,20.3452
7,OBEROIRLTY,0.35611,0.01777,20.04
8,JKCEMENT,0.289792,0.014604,19.8431
9,GRASIM,0.270069,0.013992,19.302
10,PIDILITIND,0.298481,0.015472,19.2914
11,SCHAEFFLER,0.379363,0.021521,17.6278
12,VBL,0.421731,0.024541,17.185
13,FEDERALBNK,0.307819,0.018033,17.0696
14,TORNTPOWER,0.269955,0.01611,16.757
15,INDHOTEL,0.288306,0.017233,16.7301
16,RECLTD,0.23929,0.014782,16.1877
17,BEL,0.313887,0.019668,15.9596
18,PIIND,0.277498,0.017762,15.6234
19,ASTRAL,0.27337,0.017542,15.5836
20,EICHERMOT,0.285892,0.018432,15.5108
