Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,1.383442,0.028592,48.3853
2,IDEA,1.7125,0.097168,17.6241
3,CIPLA,0.508741,0.035914,14.1654
4,LUPIN,0.425708,0.035832,11.8808
5,AUROPHARMA,0.690961,0.059604,11.5926
6,ZYDUSLIFE,0.441062,0.040675,10.8436
7,DRREDDY,0.343405,0.031905,10.7632
8,GLENMARK,0.509494,0.053002,9.6128
9,SYNGENE,0.266725,0.028733,9.2828
10,MARICO,0.262169,0.028591,9.1695
11,RELIANCE,0.411111,0.046407,8.8588
12,BIOCON,0.295515,0.033664,8.7784
13,SUNPHARMA,0.268972,0.035756,7.5224
14,BAYERCROP,0.272679,0.037443,7.2824
15,IOB,0.278788,0.038459,7.2489
16,APLLTD,0.37115,0.051699,7.179
17,NIACL,0.312564,0.048117,6.4959
18,STRTECH,0.26347,0.043386,6.0727
19,JUBLPHARMA,0.312336,0.054617,5.7187
20,IDBI,0.337302,0.059454,5.6733
