Rank,Symbol,Momentum,Volatility,Score
1,COLPAL,0.366278,0.018683,19.6049
2,BERGEPAINT,0.38169,0.020177,18.9173
3,ASIANPAINT,0.312036,0.018822,16.5784
4,DMART,0.32853,0.024076,13.6454
5,GLAXO,0.180093,0.014492,12.4268
6,PIDILITIND,0.224087,0.018477,12.1277
7,BATAINDIA,0.212148,0.017515,12.1123
8,HDFCAMC,0.347461,0.029083,11.9473
9,HDFCLIFE,0.240256,0.021908,10.9665
10,ALKEM,0.151022,0.014318,10.5477
11,WHIRLPOOL,0.186567,0.018113,10.3003
12,NATCOPHARM,0.120477,0.012567,9.5868
13,DABUR,0.112881,0.011929,9.4627
14,ICICIPRULI,0.17364,0.01907,9.1054
15,BPCL,0.26327,0.031496,8.3587
16,ISEC,0.293864,0.035779,8.2134
17,HINDUNILVR,0.129592,0.016005,8.0969
18,GSKCONS,0.124211,0.015696,7.9134
19,SBILIFE,0.144857,0.018615,7.7815
20,PGHH,0.125135,0.016464,7.6006
