Rank,Symbol,Momentum,Volatility,Score
1,JUBLPHARMA,0.939997,0.035783,26.2691
2,MRF,0.447439,0.020284,22.0588
3,MARUTI,0.312305,0.01492,20.9326
4,AJANTPHARM,0.28751,0.01486,19.3478
5,BALKRISIND,0.4962,0.026239,18.9107
6,CENTURYTEX,0.386227,0.021425,18.0269
7,SRF,0.346947,0.0197,17.6118
8,APOLLOTYRE,0.404534,0.025183,16.0641
9,IGL,0.257882,0.016162,15.9559
10,EICHERMOT,0.27373,0.017588,15.5634
11,RECLTD,0.320889,0.021123,15.1916
12,DHFL,0.339627,0.022486,15.1038
13,WHIRLPOOL,0.221615,0.014968,14.8056
14,RELCAPITAL,0.361125,0.024963,14.4665
15,HINDZINC,0.261692,0.01836,14.2536
16,BERGEPAINT,0.307351,0.021581,14.2414
17,CAIRN,0.352146,0.02493,14.1252
18,BAJAJFINSV,0.30522,0.021662,14.0903
19,SUNTV,0.354471,0.025253,14.037
20,CANBK,0.365287,0.026491,13.7891
