Rank,Symbol,Momentum,Volatility,Score
1,TCS,0.215719,0.011344,19.0153
2,HCLTECH,0.259685,0.017029,15.2496
3,WOCKPHARMA,0.298887,0.019863,15.0471
4,CONCOR,0.147218,0.012186,12.0809
5,BLUEDART,0.172848,0.01568,11.0234
6,INFY,0.259335,0.023646,10.9674
7,ASIANPAINT,0.12697,0.012523,10.1392
8,GSKCONS,0.102778,0.01068,9.6234
9,BERGEPAINT,0.239048,0.026207,9.1216
10,SUNPHARMA,0.107379,0.011879,9.0392
11,PEL,0.125301,0.01523,8.2275
12,PIDILITIND,0.156833,0.019588,8.0065
13,TECHM,0.127264,0.016113,7.8981
14,ITC,0.083407,0.010807,7.7175
15,KANSAINER,0.097423,0.01292,7.5404
16,DABUR,0.101748,0.013661,7.4481
17,SANOFI,0.094082,0.015121,6.2217
18,IGL,0.098232,0.016548,5.9361
19,CASTROLIND,0.072245,0.014041,5.1454
20,ONGC,0.103824,0.020599,5.0403
