Rank,Symbol,Momentum,Volatility,Score
1,PIDILITIND,0.796078,0.022706,35.061
2,JINDALSTEL,0.581139,0.018463,31.4763
3,PANACEABIO,0.880263,0.028515,30.8705
4,VEDL,2.662162,0.091053,29.2375
5,HCC,0.656,0.023282,28.1764
6,VOLTAS,0.830439,0.031612,26.2696
7,TATACONSUM,0.403421,0.016829,23.9723
8,STERLINBIO,1.017334,0.04244,23.9709
9,CONCOR,0.431529,0.018592,23.2106
10,SBIN,0.359239,0.015631,22.982
11,DCMSHRIRAM,0.670846,0.029736,22.5603
12,BHARTIARTL,0.437605,0.020029,21.8484
13,EIDPARRY,0.562636,0.027569,20.4086
14,GAMMONIND,0.434313,0.021569,20.1364
15,OPTOCIRCUI,0.727822,0.037751,19.2796
16,EIHOTEL,0.35783,0.018831,19.0025
17,LMW,0.405756,0.022129,18.3359
18,BRITANNIA,0.338164,0.018482,18.2972
19,ACC,0.266993,0.014801,18.0389
20,ABAN,0.442932,0.024633,17.9815
