Rank,Symbol,Momentum
1,RNRL,1.296933
2,TRIVENI,1.072193
3,UCOBANK,0.708791
4,JPPOWER,0.685526
5,LITL,0.642248
6,BBTC,0.626473
7,CHAMBLFERT,0.566952
8,INDUSINDBK,0.523244
9,TTML,0.484848
10,INDIACEM,0.462939
11,JINDALSTEL,0.460726
12,RELINFRA,0.434341
13,IDBI,0.421366
14,NLCINDIA,0.399207
15,UNITDSPR,0.392213
16,DREDGECORP,0.387753
17,TORNTPOWER,0.353989
18,VEDL,0.350076
19,MRPL,0.341014
20,SAIL,0.33637
