Rank,Symbol,Momentum
1,BPCL,0.397099
2,BBTC,0.377252
3,BATAINDIA,0.346459
4,BERGEPAINT,0.328268
5,COLPAL,0.327989
6,DMART,0.306676
7,SIEMENS,0.292271
8,HDFCAMC,0.289433
9,MANAPPURAM,0.275678
10,WHIRLPOOL,0.264151
11,ISEC,0.253965
12,ESCORTS,0.252733
13,CHOLAFIN,0.25141
14,BAJFINANCE,0.249231
15,HONAUT,0.243886
16,TRENT,0.232026
17,RELAXO,0.223603
18,MARUTI,0.218018
19,PIIND,0.211947
20,KANSAINER,0.202118
