Rank,Symbol,Momentum
1,RENUKA,0.540647
2,BAJAJHIND,0.314431
3,ABAN,0.230285
4,TRIVENI,0.216971
5,NTPC,0.140885
6,GMDCLTD,0.128779
7,BEL,0.124556
8,EIDPARRY,0.123335
9,OFSS,0.098852
10,WOCKPHARMA,0.098439
11,BRITANNIA,0.09716
12,SKFINDIA,0.090208
13,BIOCON,0.09012
14,APOLLOHOSP,0.089507
15,PUNJABTRAC,0.087339
16,JSWDULUX,0.055903
17,ZEEL,0.054509
18,ROLTA,0.051761
19,BALRAMCHIN,0.046582
20,JSWSTEEL,0.041173
