Rank,Symbol,Momentum
1,RCOM,1.35426
2,JINDALSTEL,0.588919
3,JUBLPHARMA,0.385045
4,VBL,0.315425
5,LTM,0.305593
6,MINDTREE,0.265936
7,TECHM,0.264931
8,LTTS,0.251627
9,EIHOTEL,0.223069
10,3MINDIA,0.213496
11,MPHASIS,0.201234
12,ABB,0.189905
13,JUBLFOOD,0.187089
14,TCS,0.185672
15,GMRAIRPORT,0.174927
16,VEDL,0.163786
17,JSWSTEEL,0.161052
18,PFIZER,0.15686
19,BIOCON,0.156617
20,RPOWER,0.154472
