Rank,Symbol,Momentum
1,ADANIENT,0.001286
2,INFY,-0.064309
3,EXIDEIND,-0.066352
4,SUNDARMFIN,-0.069939
5,MFSL,-0.072341
6,SAIL,-0.074352
7,INDORAMA,-0.07901
8,ASIANHOTNR,-0.079478
9,IPCL,-0.084691
10,ASIANPAINT,-0.089126
11,ALBK,-0.101548
12,SHOPERSTOP,-0.106836
13,SATYAMCOMP,-0.108264
14,HEROMOTOCO,-0.111545
15,GAIL,-0.112043
16,GODREJCP,-0.11477
17,BBTC,-0.116375
18,M&M,-0.11673
19,BHARTIARTL,-0.117119
20,UPL,-0.117224
