Rank,Symbol,Momentum
1,HINDPETRO,0.634615
2,BAJAJFINSV,0.419948
3,IRB,0.339713
4,EIHOTEL,0.31531
5,INDIACEM,0.261402
6,M&MFIN,0.254541
7,GRASIM,0.235131
8,BPCL,0.233449
9,TTML,0.225352
10,ANANTRAJ,0.217805
11,GODREJCP,0.167035
12,TATACONSUM,0.153788
13,BEL,0.14455
14,IOC,0.139585
15,AMBUJACEM,0.127642
16,DRREDDY,0.127557
17,PFC,0.126604
18,AUROPHARMA,0.120798
19,VIJAYABANK,0.120275
20,APOLLOHOSP,0.116663
