Rank,Symbol,Momentum
1,OFSS,0.712586
2,OIL,0.47965
3,IRFC,0.474
4,POLICYBZR,0.473117
5,RVNL,0.432522
6,CUMMINSIND,0.3844
7,BPCL,0.335629
8,TRENT,0.310363
9,ZYDUSLIFE,0.309372
10,INDHOTEL,0.30283
11,HINDPETRO,0.300959
12,NHPC,0.294853
13,ONGC,0.283506
14,IOC,0.282267
15,MAHABANK,0.275028
16,INDIANB,0.271919
17,BOSCHLTD,0.26834
18,DLF,0.259368
19,MAXHEALTH,0.256251
20,GICRE,0.253553
