Rank,Symbol,Momentum,Volatility,Score
1,SIEMENS,0.577604,0.022281,25.9238
2,WOCKPHARMA,0.790031,0.03058,25.8352
3,SPARC,1.482859,0.059503,24.9207
4,HEXAWARE,0.540213,0.023285,23.1997
5,LUPIN,0.351961,0.015563,22.6158
6,SUZLON,1.073643,0.051024,21.042
7,UPL,0.437892,0.022628,19.3522
8,GILLETTE,0.501287,0.028263,17.7368
9,FORTIS,0.582769,0.033448,17.4231
10,PGHH,0.231093,0.01395,16.5653
11,EMAMILTD,0.374788,0.023808,15.7423
12,BHARATFORG,0.336361,0.022948,14.6576
13,ASHOKLEY,0.438017,0.029885,14.6567
14,CENTRALBK,0.291615,0.019936,14.6277
15,GODREJIND,0.277106,0.01904,14.5538
16,SUNDARMFIN,0.237263,0.016403,14.4644
17,HCLTECH,0.296506,0.020651,14.358
18,PIDILITIND,0.279325,0.020345,13.7292
19,PIIND,0.352594,0.02744,12.8496
20,BOSCHLTD,0.294842,0.02316,12.7304
