Rank,Symbol,Momentum,Volatility,Score
1,JAICORPLTD,2.149449,0.03639,59.0668
2,ESSAROIL,4.868371,0.083701,58.1641
3,JINDALSTEL,3.023877,0.062336,48.5095
4,NLCINDIA,2.10012,0.052189,40.2408
5,GODREJIND,1.293344,0.034385,37.6133
6,RNRL,2.718053,0.072533,37.4731
7,LITL,1.543354,0.044845,34.4153
8,MRPL,1.969083,0.063538,30.9905
9,JPASSOCIAT,1.201964,0.041394,29.0374
10,RELINFRA,1.34809,0.050698,26.5906
11,VEDL,1.125341,0.04263,26.3976
12,HUBTOWN,1.164538,0.044448,26.1998
13,PUNJLLOYD,0.94213,0.036746,25.6387
14,JSWSTEEL,0.872886,0.034654,25.1886
15,ABAN,0.745068,0.030241,24.6377
16,INDUSINDBK,1.281553,0.053128,24.1218
17,UNITECH,0.923001,0.038503,23.9723
18,JPPOWER,1.280347,0.054162,23.6393
19,KOTAKBANK,0.796603,0.033897,23.5008
20,TATACHEM,0.519064,0.022425,23.1471
