Rank,Symbol,Momentum,Volatility,Score
1,LINDEINDIA,0.547218,0.028373,19.2865
2,TATAELXSI,0.616891,0.033472,18.4302
3,ADANIGREEN,0.53989,0.031616,17.0763
4,ATGL,0.40852,0.027082,15.0847
5,BANKBARODA,0.428571,0.028615,14.9771
6,JINDALSTEL,0.41577,0.030364,13.693
7,ITC,0.193971,0.014572,13.3115
8,ADANIENSOL,0.34097,0.026289,12.9703
9,INDHOTEL,0.307074,0.025484,12.0497
10,CHOLAFIN,0.305661,0.025774,11.8592
11,HAL,0.249698,0.021108,11.8295
12,BAJAJ-AUTO,0.200246,0.016962,11.8055
13,OIL,0.320933,0.027751,11.5647
14,CUMMINSIND,0.205509,0.017945,11.4522
15,TRENT,0.265845,0.023783,11.178
16,SOLARINDS,0.22762,0.0208,10.9435
17,HINDALCO,0.272166,0.025235,10.7851
18,ADANIENT,0.027803,0.002602,10.6845
19,NTPC,0.19711,0.018479,10.6667
20,SUNPHARMA,0.17244,0.016303,10.5773
