Rank,Symbol,Momentum,Volatility,Score
1,CHOLAFIN,0.591595,0.018026,32.8185
2,LTF,0.581851,0.018352,31.7043
3,ASTRAL,0.459759,0.015685,29.3113
4,TMPV,0.439887,0.015199,28.9421
5,INDIGO,0.396151,0.014006,28.2836
6,TITAN,0.249883,0.009032,27.6672
7,AUROPHARMA,0.50253,0.018322,27.4279
8,M&MFIN,0.521064,0.019104,27.2754
9,BAJFINANCE,0.416216,0.015566,26.739
10,IDFCFIRSTB,0.448435,0.017351,25.8447
11,INDUSINDBK,0.364212,0.014878,24.4797
12,DIXON,0.496232,0.020346,24.3891
13,ITC,0.231125,0.009502,24.3241
14,LUPIN,0.379022,0.015835,23.9363
15,RECLTD,0.417563,0.017634,23.6788
16,BAJAJFINSV,0.308415,0.013059,23.6172
17,PFC,0.466689,0.019915,23.434
18,MOTHERSON,0.299008,0.012761,23.4315
19,SYNGENE,0.287675,0.012414,23.1731
20,PAYTM,0.496334,0.021423,23.1682
