Rank,Symbol,Momentum,Volatility,Score
1,RAJESHEXPO,0.379668,0.011596,32.7422
2,IBULHSGFIN,0.555824,0.018409,30.1932
3,DHFL,0.551775,0.018998,29.0445
4,JSWDULUX,0.392492,0.013733,28.58
5,HAVELLS,0.459345,0.016098,28.5349
6,LTF,0.498788,0.017772,28.0666
7,GFLLIMITED,0.608071,0.022571,26.9399
8,EDELWEISS,0.703944,0.026519,26.5453
9,BAJAJFINSV,0.52094,0.019745,26.3829
10,SKFINDIA,0.270388,0.010497,25.7594
11,GUJENERGY,0.423611,0.016771,25.2588
12,KARURVYSYA,0.328588,0.013172,24.9466
13,SUNDARMFIN,0.372445,0.015095,24.6741
14,INDUSINDBK,0.329555,0.013659,24.128
15,HDFCBANK,0.220535,0.009172,24.0439
16,CESC,0.355135,0.014977,23.7123
17,CROMPTON,0.503986,0.021289,23.6738
18,YESBANK,0.3484,0.015056,23.1404
19,JETAIRWAYS,0.494671,0.021398,23.1172
20,IIFL,0.528064,0.022897,23.0622
