Rank,Symbol,Momentum,Volatility,Score
1,ASHOKLEY,0.313525,0.017835,17.5788
2,JUBLFOOD,0.369666,0.021239,17.4051
3,TECHM,0.278682,0.017438,15.9812
4,MINDTREE,0.430059,0.027937,15.3937
5,LTM,0.361118,0.028115,12.8441
6,HEXAWARE,0.293539,0.023549,12.4651
7,DMART,0.20993,0.018901,11.1066
8,TV18BRDCST,0.305116,0.028183,10.8264
9,VBL,0.266798,0.024913,10.7091
10,RCOM,0.898734,0.085844,10.4694
11,INDIGO,0.171538,0.016759,10.2354
12,IPCALAB,0.176871,0.017527,10.0913
13,JINDALSTEL,0.36405,0.036598,9.9473
14,THOMASCOOK,0.194126,0.019653,9.8776
15,MPHASIS,0.200028,0.020405,9.8028
16,GODREJCP,0.129354,0.013479,9.5964
17,CHOLAFIN,0.142514,0.01565,9.1062
18,JSWSTEEL,0.181945,0.019987,9.1032
19,3MINDIA,0.245679,0.027068,9.0764
20,INFY,0.111692,0.012401,9.0069
