Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.765465,0.03239,23.6331
2,IDEA,1.818182,0.095411,19.0563
3,CIPLA,0.494711,0.035268,14.0274
4,LUPIN,0.379728,0.034175,11.1114
5,AUROPHARMA,0.58125,0.05669,10.2532
6,DRREDDY,0.294766,0.031577,9.3348
7,ZYDUSLIFE,0.343034,0.039191,8.7529
8,SUNPHARMA,0.254619,0.035337,7.2055
9,BIOCON,0.240891,0.033644,7.1601
10,SYNGENE,0.184176,0.027474,6.7037
11,GLENMARK,0.334164,0.050721,6.5882
12,APLLTD,0.317193,0.048547,6.5338
13,BAYERCROP,0.2046,0.035205,5.8117
14,SANOFI,0.128605,0.023657,5.4362
15,IOB,0.19209,0.036571,5.2525
16,ERIS,0.135263,0.027705,4.8823
17,TORNTPHARM,0.132638,0.034961,3.7939
18,MARICO,0.103698,0.028351,3.6577
19,DIVISLAB,0.108403,0.030641,3.5378
20,BRITANNIA,0.112246,0.03751,2.9924
