Rank,Symbol,Volatility
1,GILLETTE,0.004782
2,SANOFI,0.008529
3,SJVN,0.009147
4,HEROMOTOCO,0.009411
5,HONAUT,0.009734
6,MARUTI,0.009737
7,SCHAEFFLER,0.010148
8,HDFCBANK,0.010232
9,JSWDULUX,0.010326
10,HDFC,0.010341
11,SKFINDIA,0.010641
12,DABUR,0.010806
13,KOTAKBANK,0.010899
14,NTPC,0.011007
15,POWERGRID,0.011294
16,ITC,0.011444
17,BRITANNIA,0.011446
18,BHARATFIN,0.011475
19,WHIRLPOOL,0.011488
20,COLPAL,0.011593
