Rank,Symbol,Volatility
1,ADANIENT,0.000389
2,GILLETTE,0.010257
3,PFIZER,0.01037
4,BOSCHLTD,0.010447
5,SANOFI,0.010479
6,PGHH,0.011332
7,DRREDDY,0.011567
8,JSWDULUX,0.012194
9,MRF,0.012474
10,NIRMA,0.012563
11,ASIANHOTNR,0.013191
12,KANSAINER,0.013238
13,GODREJCP,0.013283
14,GSKCONS,0.013303
15,IOC,0.013479
16,APOLLOHOSP,0.013594
17,PUNJABTRAC,0.014755
18,ASIANPAINT,0.01487
19,SUNPHARMA,0.015097
20,KPIL,0.01512
