Rank,Symbol,Volatility
1,ADANIENT,0.000343
2,BOSCHLTD,0.012235
3,OFSS,0.012465
4,PFIZER,0.012688
5,CRISIL,0.012806
6,ZYDUSLIFE,0.01295
7,TRENT,0.013017
8,SJVN,0.013606
9,VIDEOIND,0.013727
10,BEL,0.014023
11,CASTROLIND,0.01422
12,FORTIS,0.01434
13,3MINDIA,0.014459
14,PGHH,0.015098
15,GESHIP,0.016414
16,JAGRAN,0.016722
17,CONCOR,0.01683
18,MARICO,0.016844
19,PAGEIND,0.016964
20,BLUEDART,0.017087
