Rank,Symbol,Volatility
1,ADANIENT,0.00033
2,POWERGRID,0.008046
3,GLAXO,0.008397
4,HDFCBANK,0.008674
5,COLPAL,0.00873
6,PGHH,0.009239
7,HINDUNILVR,0.009772
8,CRISIL,0.009807
9,DABUR,0.009911
10,GSKCONS,0.010212
11,NTPC,0.010248
12,KRBL,0.010521
13,NH,0.010618
14,BAJAJHLDNG,0.010687
15,KOTAKBANK,0.010822
16,ITC,0.011096
17,BRITANNIA,0.01126
18,CASTROLIND,0.01128
19,ASIANPAINT,0.01134
20,APLLTD,0.011436
