Rank,Symbol,Volatility
1,ADANIENT,0.000373
2,GLAXO,0.008254
3,VAKRANGEE,0.008321
4,HDFCBANK,0.008569
5,RAJESHEXPO,0.008938
6,LTTS,0.009199
7,LTM,0.009949
8,INDUSINDBK,0.009963
9,CRISIL,0.010256
10,KOTAKBANK,0.010656
11,HCLTECH,0.010817
12,POWERGRID,0.011021
13,DABUR,0.011038
14,CIPLA,0.011079
15,OIL,0.011084
16,NTPC,0.01115
17,WIPRO,0.011185
18,GSKCONS,0.011255
19,PIDILITIND,0.011326
20,VTL,0.011443
