Rank,Symbol,Volatility
1,HDFCBANK,0.008794
2,PGHH,0.009199
3,BHARTIARTL,0.00943
4,ICICIGI,0.009443
5,PIDILITIND,0.010003
6,SBILIFE,0.010096
7,LUPIN,0.010254
8,DABUR,0.010585
9,HDFCLIFE,0.010924
10,ICICIBANK,0.010924
11,SHREECEM,0.010959
12,CIPLA,0.011044
13,ACC,0.011084
14,BAJAJ-AUTO,0.011227
15,ULTRACEMCO,0.011349
16,MARICO,0.011376
17,BAJAJFINSV,0.011383
18,ABBOTINDIA,0.011401
19,KOTAKBANK,0.011515
20,AWL,0.011602
